id,type,initial_frame,detection_duration,lenght
817,truck,16489,4,339.8276062011719
818,car,16509,1,62.6502685546875
819,car,16519,6,72.21875
820,bus,16520,4,335.02001953125
821,car,16520,16,127.923828125
822,truck,16533,2,221.708740234375
823,car,16536,31,134.46710205078125
824,truck,16560,28,219.9041748046875
825,car,16569,52,138.1546630859375
826,truck,16582,20,128.622802734375
827,train,16602,15,408.8459167480469
828,truck,16650,8,247.320556640625
829,car,16667,1,117.72998046875
830,truck,16677,1,192.415771484375
831,truck,16700,18,239.03125
832,car,16716,49,124.853515625
833,car,16753,18,127.24224853515624
834,car,16764,45,181.10484313964844
835,truck,16787,23,132.421875
836,train,16805,35,387.34710693359375
837,truck,16825,2,350.43194580078125
838,car,16832,4,113.5224609375
839,truck,16858,41,205.8367919921875
840,car,16897,47,118.830078125
841,car,16908,56,150.44415283203125
842,car,16909,47,158.62469482421875
843,truck,16910,1,191.6539459228516
844,truck,16932,1,175.6630859375
845,car,16934,13,131.090576171875
846,truck,16956,23,356.08349609375
847,car,16967,30,124.442138671875
848,car,16975,55,119.40814208984376
849,truck,16998,1,167.52203369140625
850,car,17003,17,131.4473876953125
851,car,17004,16,119.847412109375
852,truck,17022,1,133.595458984375
853,truck,17028,33,175.22210693359375
854,car,17035,51,155.934326171875
855,car,17064,31,124.30157470703124
856,car,17069,49,156.35447692871094
857,car,17073,44,154.4410400390625
858,car,17108,4,132.8037109375
859,truck,17111,37,212.27423095703125
860,car,17127,50,131.114990234375
861,car,17140,31,125.2923583984375
862,truck,17184,1,176.19406127929688
863,car,17194,14,68.38330078125
864,truck,17198,5,150.4058837890625
865,motorcycle,17200,1,63.39703369140625
866,car,17203,22,120.85601806640624
867,truck,17223,27,297.979248046875
868,car,17254,29,140.72711181640625
869,car,17261,38,149.73712158203125
870,train,17345,23,397.9058227539063
871,car,17358,46,143.9058837890625
872,car,17387,25,130.4129638671875
873,car,17420,46,149.19683837890625
874,car,17439,24,141.3702392578125
875,car,17441,23,172.63763427734375
876,car,17482,49,132.212890625
877,train,17509,5,424.65338134765625
878,train,17540,1,419.88177490234375
879,truck,17541,6,543.6846923828125
880,truck,17611,38,161.017822265625
881,truck,17642,21,369.601806640625
882,truck,17649,13,217.8189697265625
883,car,17680,41,120.66546630859376
884,car,17685,51,155.34043884277344
885,truck,17688,1,218.010009765625
886,car,17722,51,157.71929931640625
887,truck,17762,26,437.1803283691406
888,truck,17787,30,267.9530029296875
889,motorcycle,17817,1,57.1082763671875
890,truck,17849,24,305.7118530273437
891,car,17867,59,135.59619140625
892,car,17894,20,132.5562744140625
893,bus,17912,30,135.4661865234375
894,car,17927,50,160.74285888671875
895,car,17930,47,155.19366455078125
896,car,17947,16,119.000244140625
897,car,17970,2,78.6746826171875
898,car,17990,48,161.94647216796875
899,car,18001,53,188.9123687744141
900,car,18025,60,167.8226318359375
901,truck,18055,26,157.04103088378906
902,car,18059,53,172.94334411621094
903,car,18059,19,139.18231201171875
904,car,18079,1,67.44580078125
905,car,18092,61,149.547119140625
906,truck,18110,30,157.47869873046875
907,car,18111,45,168.87811279296875
908,car,18114,1,66.585693359375
909,car,18128,62,155.9686279296875
910,car,18152,27,120.3104248046875
911,truck,18157,1,97.0396728515625
912,car,18159,14,122.891357421875
913,truck,18164,11,400.3883056640625
914,car,18256,16,140.4808349609375
915,car,18271,51,171.30206298828125
916,car,18294,50,135.7001953125
917,car,18348,47,146.1541748046875
918,car,18352,20,162.37217712402344
919,car,18361,4,115.2276611328125
920,train,18385,19,400.6574401855469
921,bus,18403,30,174.423095703125
922,car,18418,26,149.0113525390625
923,car,18430,37,130.419677734375
924,car,18461,13,147.2332763671875
925,train,18469,31,402.05706787109375
926,car,18497,47,161.22259521484375
927,train,18539,6,436.9919128417969
928,car,18551,49,134.735107421875
929,car,18571,23,131.3861083984375
930,car,18577,50,148.33477783203125
931,car,18610,32,122.402099609375
932,car,18624,45,172.290283203125
933,car,18673,27,128.6904296875
934,car,18696,34,166.83380126953125
935,car,18717,53,151.57763671875
936,car,18744,1,47.60986328125
937,truck,18746,48,349.71807861328125
938,bus,18783,4,412.5719299316406
939,car,18843,44,178.94647216796875
940,car,18848,20,125.61053466796876
941,car,18866,42,150.2425537109375
942,car,18884,22,131.677490234375
943,car,18920,4,126.495361328125
944,car,18926,45,153.99913024902344
945,truck,18932,17,283.9761962890625
946,motorcycle,18934,2,60.5513916015625
947,car,18959,23,157.17584228515625
948,car,18970,41,153.04046630859375
949,truck,18984,27,251.1695556640625
950,truck,19004,1,160.60792541503906
951,truck,19018,1,147.9915771484375
952,car,19040,41,166.1094970703125
953,car,19048,11,124.379150390625
954,car,19089,58,125.52374267578124
955,train,19101,55,328.818115234375
956,motorcycle,19137,5,81.5765380859375
957,car,19137,34,132.177734375
958,car,19162,54,186.699462890625
959,truck,19165,37,195.31927490234372
960,car,19189,59,148.91749572753906
961,car,19209,50,170.78338623046875
962,car,19229,53,157.5572509765625
963,car,19238,45,167.81666564941406
964,car,19242,4,106.8931884765625
965,car,19274,55,162.08558654785156
966,car,19312,51,121.4398193359375
967,truck,19378,13,195.21746826171875
968,truck,19381,28,221.42112731933597
969,train,19408,25,400.95404052734375
970,car,19412,12,124.85504150390624
971,train,19448,3,395.22174072265625
972,train,19494,22,407.6007080078125
973,car,19496,40,182.5174560546875
974,train,19504,1,527.9169311523438
975,car,19523,26,190.4710693359375
976,car,19530,12,103.3782958984375
977,car,19567,45,182.00762939453125
978,car,19581,34,129.3834228515625
979,train,19587,25,407.6304931640625
980,motorcycle,19597,13,82.62860107421875
981,train,19599,1,526.706298828125
982,car,19611,58,141.364990234375
983,car,19620,16,128.9962158203125
984,motorcycle,19630,1,44.872802734375
985,truck,19654,38,413.1905822753906
986,train,19671,1,519.1847534179688
987,car,19694,18,147.62957763671875
988,car,19708,24,147.40953063964844
989,car,19741,47,168.5897216796875
990,car,19744,58,115.45166015625
991,truck,19814,25,277.71014404296875
992,car,19855,51,139.7069091796875
993,car,19860,48,152.900146484375
994,bus,19888,43,407.4376220703125
995,car,19924,61,133.133056640625
996,truck,19994,3,200.05279541015625
997,car,20016,42,109.56787109375
998,truck,20048,3,382.22161865234375
999,train,20058,5,524.296142578125
1000,train,20058,1,390.03321838378906
1001,car,20074,19,136.62725830078125
1002,car,20092,5,115.3731689453125
1003,car,20093,39,121.970458984375
1004,truck,20098,29,265.6270751953125
1005,truck,20134,2,284.76483154296875
1006,train,20154,1,282.0389404296875
1007,car,20156,59,126.20458984375
1008,car,20184,49,158.73077392578125
1009,car,20204,24,170.640869140625
1010,truck,20221,49,375.2325439453125
1011,truck,20239,6,323.3359375
1012,truck,20271,29,212.11627197265625
1013,truck,20284,35,261.0179443359375
1014,car,20323,26,54.013671875
1015,car,20334,16,109.11627197265624
1016,car,20358,19,144.658447265625
1017,train,20372,20,448.0539855957031
1018,car,20399,56,149.7667236328125
1019,car,20423,48,159.18402099609375
1020,car,20439,5,137.9427490234375
1021,truck,20456,36,288.59185791015625
1022,car,20461,43,182.1971435546875
1023,truck,20474,1,144.2891845703125
1024,truck,20477,5,97.52001953125
1025,bus,20501,13,164.1690673828125
1026,truck,20505,12,127.4156494140625
1027,car,20543,6,136.6058349609375
1028,truck,20564,48,399.9757690429688
1029,car,20600,59,118.5279541015625
1030,car,20614,4,68.72021484375
1031,car,20617,56,130.90289306640625
1032,car,20640,56,184.69219970703125
1033,car,20641,40,134.708984375
1034,motorcycle,20645,1,61.4027099609375
1035,motorcycle,20654,1,49.828125
1036,car,20666,35,126.34130859375
1037,car,20670,55,173.91314697265625
1038,car,20671,43,137.91302490234375
1039,car,20710,6,156.6724853515625
1040,truck,20716,19,293.84706115722656
1041,car,20751,34,156.640869140625
1042,truck,20791,1,168.322509765625
1043,car,20792,49,181.421875
1044,car,20851,50,185.52972412109372
1045,truck,20861,3,222.02325439453125
1046,car,20872,22,72.303466796875
1047,car,20894,47,133.907470703125
1048,train,20907,3,408.2503356933594
1049,truck,20908,22,276.28564453125
1050,train,20928,9,628.516845703125
1051,train,20933,1,523.1278686523438
1052,truck,20939,21,148.978759765625
1053,car,21001,34,145.13494873046875
1054,train,21022,17,405.8582458496094
1055,car,21092,33,136.5625
1056,car,21118,60,171.6898193359375
1057,train,21148,1,523.60009765625
1058,train,21193,9,269.041748046875
1059,car,21203,55,174.06163024902344
1060,truck,21217,23,250.72984313964844
1061,car,21256,51,165.4749755859375
1062,car,21256,56,131.063720703125
1063,car,21273,48,150.38096618652344
1064,car,21299,57,133.3173828125
1065,car,21330,52,166.20887756347656
1066,car,21330,30,138.2662353515625
1067,car,21330,3,123.41339111328124
1068,car,21377,8,89.2718505859375
1069,car,21379,57,140.01629638671875
1070,car,21416,6,94.685546875
1071,car,21429,37,168.685302734375
1072,car,21430,7,108.8367919921875
1073,truck,21438,27,397.1085052490234
1074,truck,21468,15,311.16064453125
1075,truck,21488,49,189.9544677734375
1076,car,21535,16,119.244140625
1077,car,21572,2,49.828125
1078,car,21587,20,127.436279296875
1079,car,21633,17,94.6778564453125
1080,car,21660,47,139.41595458984375
1081,car,21663,4,50.9332275390625
1082,truck,21664,8,139.604248046875
1083,truck,21679,43,355.7616577148437
1084,truck,21694,12,111.984619140625
1085,car,21705,38,135.1749267578125
1086,car,21727,47,140.115966796875
1087,truck,21756,1,146.310546875
1088,truck,21767,42,260.01739501953125
1089,truck,21816,39,268.23609924316406
1090,car,21850,12,116.9510498046875
1091,car,21869,52,128.75335693359375
1092,truck,21880,22,264.1104736328125
1093,train,21897,1,355.20751953125
1094,truck,21917,7,425.9751586914063
1095,car,21974,53,137.60888671875
1096,truck,21977,25,261.62913513183594
1097,truck,21995,16,193.35498046875
1098,car,21999,56,138.94793701171875
1099,car,22008,55,172.22705078125
1100,car,22020,49,115.1492919921875
1101,train,22042,21,410.6925964355469
1102,car,22044,56,177.8028564453125
1103,car,22045,21,129.795654296875
1104,car,22076,50,153.9224853515625
1105,car,22099,56,177.7398681640625
1106,car,22121,48,136.2047119140625
1107,car,22130,54,177.00767517089844
1108,truck,22155,8,219.78143310546875
1109,train,22178,13,405.8368225097656
1110,train,22195,2,475.9271545410156
1111,train,22225,1,831.8328857421875
1112,car,22263,55,169.52891540527344
1113,truck,22271,28,275.35325622558594
1114,car,22295,49,144.75244140625
1115,car,22299,55,132.62603759765625
1116,car,22323,52,165.08026123046875
1117,car,22328,38,123.11273193359376
1118,truck,22367,32,173.04762268066406
1119,car,22377,2,120.69781494140624
1120,truck,22383,8,358.65113830566406
1121,car,22410,52,172.36688232421875
1122,train,22412,7,523.28125
1123,truck,22413,5,307.57305908203125
1124,car,22434,16,84.50732421875
1125,car,22454,10,123.595947265625
1126,truck,22465,5,464.9284973144531
1127,truck,22483,2,199.3704833984375
1128,car,22490,56,116.78277587890624
1129,car,22512,58,181.41290283203125
1130,car,22609,30,138.0860595703125
1131,truck,22637,25,251.50836181640625
1132,car,22661,61,116.83062744140624
1133,car,22668,59,171.8695068359375
1134,car,22689,54,135.5887451171875
1135,truck,22697,13,153.45599365234375
1136,car,22729,53,146.4847412109375
1137,car,22735,58,156.43975830078125
1138,car,22744,52,121.4720458984375
1139,car,22775,47,155.6588134765625
1140,truck,22781,33,201.85972595214844
1141,train,22814,10,401.57861328125
1142,train,22855,6,542.0714111328125
1143,car,22868,18,178.45123291015625
1144,car,22871,24,174.8604736328125
1145,truck,22878,43,208.97120666503903
1146,car,22901,34,128.102294921875
1147,car,22904,39,142.4613037109375
1148,truck,22906,8,146.22262573242188
1149,truck,22934,24,182.68858337402344
1150,car,22993,40,133.1556396484375
1151,car,23010,52,122.50018310546876
1152,motorcycle,23015,5,72.5474853515625
1153,car,23037,54,138.12994384765625
1154,car,23063,31,252.59625244140625
1155,car,23095,44,144.02252197265625
1156,car,23107,20,115.41510009765624
1157,car,23153,39,140.97296142578125
1158,train,23179,21,365.33056640625
1159,train,23259,1,503.1148071289063
1160,truck,23277,18,542.9393920898438
1161,car,23317,50,121.6051025390625
1162,car,23321,51,163.29949951171875
1163,truck,23358,19,423.7434387207031
1164,car,23394,49,132.186279296875
1165,train,23401,9,555.7611083984375
1166,car,23412,49,185.27374267578125
1167,train,23415,1,522.0901489257812
1168,car,23440,51,195.76661682128903
1169,truck,23452,2,422.1630859375
1170,truck,23452,5,153.727783203125
1171,car,23455,22,65.2906494140625
1172,car,23505,42,171.9884033203125
1173,car,23533,60,135.25592041015625
1174,car,23549,58,181.0711669921875
1175,truck,23563,7,402.5870056152344
1176,train,23591,11,416.60498046875
1177,train,23629,11,609.9219055175781
1178,train,23685,14,402.5216979980469
1179,train,23720,11,571.175048828125
1180,car,23778,50,166.33045959472656
1181,truck,23797,1,266.23516845703125
1182,car,23800,16,41.4200439453125
1183,car,23801,54,182.98931884765625
1184,car,23807,29,122.48779296875
1185,truck,23820,1,208.82666015625
1186,truck,23837,1,164.4876708984375
1187,truck,23845,48,406.846923828125
1188,car,23859,52,175.4713134765625
1189,train,23863,1,525.0408935546875
1190,train,23907,3,253.25442504882807
1191,car,23912,46,142.65264892578125
1192,car,23914,49,182.725830078125
1193,truck,23940,48,172.402099609375
1194,truck,23942,8,153.45513916015625
1195,car,23964,28,172.18212890625
1196,truck,23965,3,75.3409423828125
1197,car,23978,54,152.9530029296875
1198,truck,24008,1,327.333984375
1199,car,24039,52,133.9605712890625
1200,truck,24049,3,210.88037109375
1201,motorcycle,24067,1,61.06427001953125
1202,car,24071,51,167.16050720214844
1203,car,24084,53,137.2542724609375
1204,car,24103,51,167.72828674316406
1205,truck,24103,1,360.8458404541016
1206,car,24136,53,177.90492248535156
1207,car,24151,52,149.05908203125
1208,car,24175,59,147.49220275878906
1209,car,24178,1,93.1240234375
1210,car,24184,7,109.1397705078125
1211,truck,24222,28,228.03843688964844
1212,car,24271,8,132.4412841796875
1213,truck,24272,2,128.2060546875
1214,train,24276,8,448.53424072265625
1215,car,24281,21,103.94146728515624
1216,car,24284,4,166.88116455078125
1217,train,24284,3,530.1098022460938
1218,train,24317,5,326.2838134765625
1219,car,24318,1,100.8280029296875
1220,car,24338,52,157.219482421875
1221,car,24347,43,118.284912109375
1222,car,24376,46,147.610595703125
1223,car,24455,29,144.1087646484375
1224,bus,24483,4,412.705810546875
1225,train,24521,1,259.0450439453125
1226,bus,24527,6,410.2662353515625
1227,truck,24543,7,228.902587890625
1228,car,24563,5,117.42626953125
1229,car,24568,10,112.48443603515624
1230,truck,24583,44,371.63818359375
1231,car,24620,42,131.9505615234375
1232,car,24642,50,110.16217041015624
1233,car,24649,4,96.794677734375
1234,car,24655,41,151.62493896484375
1235,truck,24681,37,285.8170166015625
1236,bus,24736,4,403.2907104492188
1237,car,24742,4,130.18191528320312
1238,bus,24764,18,423.414306640625
1239,car,24771,1,79.73583984375
1240,car,24773,4,142.3271484375
1241,car,24774,43,134.42864990234375
1242,car,24831,53,145.3037109375
1243,train,24840,19,321.156494140625
1244,car,24870,52,121.9534912109375
1245,car,24871,53,143.5921630859375
1246,train,24899,1,415.509521484375
1247,train,24901,6,425.065673828125
1248,car,24910,1,202.5992431640625
1249,car,24938,3,97.30224609375
1250,truck,24965,3,157.4471435546875
1251,bus,24970,10,153.7000732421875
1252,car,24971,7,143.0921630859375
1253,train,24975,2,388.2012939453125
1254,car,25064,36,145.2698974609375
1255,car,25115,21,175.485107421875
1256,truck,25161,11,147.2352294921875
1257,train,25178,2,524.9581298828125
1258,truck,25243,16,195.49273681640625
1259,car,25255,40,138.9073486328125
1260,truck,25323,17,182.98252868652344
1261,car,25348,34,121.03924560546876
1262,motorcycle,25354,1,62.35205078125
1263,train,25357,42,402.9371643066406
1264,train,25369,1,517.4404296875
1265,car,25399,10,132.69854736328125
1266,train,25451,21,409.1771240234375
1267,car,25495,41,128.5357666015625
1268,truck,25502,2,185.42047119140625
1269,car,25502,1,50.04736328125
1270,truck,25523,10,160.536376953125
1271,car,25542,56,212.38958740234372
1272,truck,25554,17,188.35667419433597
1273,car,25566,30,150.9259033203125
1274,bus,25591,56,404.0556945800781
1275,car,25652,30,121.97589111328124
1276,car,25656,64,166.6500244140625
1277,truck,25683,23,373.50579833984375
1278,car,25687,59,169.93719482421875
1279,truck,25725,41,147.579345703125
1280,car,25736,3,120.06683349609376
1281,car,25751,2,100.9462890625
1282,motorcycle,25770,2,53.2540283203125
1283,truck,25772,16,241.34893798828125
1284,car,25785,1,54.466064453125
1285,truck,25818,53,369.5066833496094
1286,bus,25822,1,139.7596435546875
1287,truck,25859,41,269.970458984375
1288,car,25910,5,117.86492919921876
1289,car,25923,11,169.92779541015625
